"id","latitude","longitude"
"492","52.9250326","-1.4888564"
"493","39.5186002","-104.7613633"
"494","51.49677","-0.051054"
"495","51.3422314","-0.1269985"
"496","53.649992","-2.998525"
"497","51.5419405","0.1003534"
"498","51.6369093","-0.339556"
"499","52.5765965","-1.1635147"
"500","50.7675166","0.2812296"
"501","51.4849074","-3.1926209"
"502","53.5139624","-2.468683"
"503","55.8662474","-4.2781129"
"504","52.4759245","-1.9058042"
"505","50.6145659","-2.4891095"
"506","51.3991589","-1.3212569"
"507","50.9121949","0.2317158"
"508","52.2176772","0.5823551"
"509","52.0359796","1.1331416"
"510","51.557132","-0.269518"
"511","51.557132","-0.269518"
"512","53.0612404","-2.519334"
"513","51.515317","-0.3930302"
"514","51.3649166","0.6025238"
"515","54.7599272","-6.0089176"
"516","51.1318788","-0.1767561"
"517","51.5202695","0.0162847"
"518","51.35446","-0.563881"
"519","54.983668","-1.6650457"
"520","51.3283814","-2.9034937"
"521","50.8820121","-0.3042266"
"522","51.5718078","0.127109"
"523","51.5781486","0.0591753"
"524","51.5120664","-0.0777203"
"2187","52.3246907","-0.0753941"
"525","51.8968548","-3.290485"
"526","53.837753","-2.209883"
"527","51.4332179","0.022118"
"528","51.5283518","-0.0198641"
"529","51.4783646","-0.5109361"
"530","51.5938404","-0.3480569"
"531","39.5500507","-105.7820674"
"532","51.5626354","0.0680581"
"533","51.4602253","-0.8956152"
"534","52.0656588","-0.7917938"
"535","51.8781019","-0.4167098"
"536","32.3182314","-86.902298"
"537","51.53583","0.712433"
"538","53.9092951","-1.4021481"
"539","52.2343313","0.7206825"
"540","51.2045267","-2.1798718"
"541","53.9787093","-1.9950634"
"542","51.585796","-0.2862537"
"543","51.3337207","-0.4014049"
"544","54.9919256","-1.5264223"
"545","53.4743672","-1.3535654"
"546","53.7366169","-1.7596892"
"547","51.7236807","0.4833616"
"548","51.5298272","-0.1200932"
"549","51.228153","-2.990771"
"550","51.603777","-3.3410329"
"551","",""
"552","51.5678933","0.338779"
"553","53.389451","-2.3493996"
"554","51.6238625","-0.2943486"
"555","51.4001835","0.3492626"
"556","51.5154454","-0.5695462"
"557","51.0122798","-3.1016877"
"558","51.3825797","-0.2676958"
"559","51.592114","-0.00484"
"560","50.8068755","-0.5306905"
"561","53.796887","-2.687062"
"562","51.3990076","-1.3123819"
"563","51.5614102","0.095491"
"564","51.425244","-0.482552"
"565","52.4958615","-1.7049236"
"566","52.38423","-0.115549"
"567","51.670875","-1.4290987"
"568","49.7094474","-2.2020233"
"569","50.8084055","-3.2297214"
"570","53.7742847","-1.5496961"
"571","51.5649094","-0.4103245"
"572","51.4247917","-0.0418508"
"573","51.649732","-0.174793"
"574","51.519517","-0.163047"
"575","53.3910298","-2.4545333"
"576","53.3910298","-2.4545333"
"577","49.186829","-2.104235"
"578","51.5103781","-0.4741085"
"579","53.5205848","-2.2725961"
"580","51.600369","-0.194694"
"581","53.762875","-2.450822"
"582","51.384149","-0.332885"
"583","39.5500507","-105.7820674"
"584","53.3998834","-2.9735486"
"585","55.862149","-4.260239"
"586","51.594749","-0.199464"
"587","51.632808","-0.0989538"
"588","51.6046094","-0.4160716"
"589","51.7136345","0.5056557"
"590","53.0922827","-2.4313958"
"591","",""
"592","51.6182136","-0.1102451"
"593","52.6892495","-1.7975038"
"594","51.5608258","-0.2536983"
"595","52.5168963","-1.8940214"
"596","51.326305","-0.2192457"
"619","51.761127","-0.564966"
"597","51.7505565","-0.2868688"
"598","51.5721314","-0.1985978"
"599","51.5190532","-0.0611867"
"600","52.4693748","-1.8578719"
"601","51.5090801","-0.3755385"
"602","51.4383454","-0.1101971"
"603","",""
"604","51.515877","-0.108403"
"605","51.6330464","-0.1476211"
"606","50.9494192","-0.1376723"
"607","51.5718459","0.6865196"
"608","53.8557253","-1.5039889"
"609","50.990708","0.133097"
"610","51.7650932","0.003564"
"611","51.4915925","-0.2559835"
"612","51.6053275","0.099278"
"613","51.125752","-0.379815"
"614","51.125752","-0.379815"
"615","55.8018377","-4.2722289"
"616","54.3794419","-7.3138125"
"617","51.7536143","-0.4719659"
"618","51.3924657","-0.3062358"
"620","52.6028369","-2.1291971"
"621","",""
"622","53.4496899","-2.0762258"
"623","53.3947639","-2.3520231"
"624","51.5433925","-0.1176392"
"625","52.6028369","-2.1291971"
"626","53.3749678","-1.4955606"
"627","50.8530454","-1.1736984"
"628","51.8686184","0.2612082"
"629","53.2236877","-1.4141945"
"630","51.4012568","-0.1432938"
"631","51.595613","-0.178559"
"632","51.5157087","-0.6125602"
"633","53.6632635","-1.7550022"
"634","53.6632635","-1.7550022"
"635","56.0849342","-3.5749762"
"636","51.531003","0.0580557"
"637","51.480319","-0.197311"
"638","52.4902617","-1.8159349"
"639","51.6041075","-0.3494909"
"640","53.5830843","-2.4286818"
"642","51.6323285","-0.0997799"
"643","51.5494038","-0.1196328"
"644","51.6207551","-0.4174872"
"645","51.4530868","-1.0578674"
"646","51.612097","-0.178558"
"647","51.4869577","-0.1134529"
"648","55.550658","-2.838524"
"649","55.501772","-3.1170778"
"650","51.5721314","-0.1985978"
"651","51.6164375","-0.2748946"
"652","51.417301","-0.370681"
"653","51.4591624","-0.403318"
"654","51.4221161","-0.1293858"
"655","51.525626","-0.0836572"
"656","51.514847","-0.123234"
"657","53.1331917","-2.1628645"
"658","51.396568","0.025978"
"659","51.6384963","-2.3586964"
"660","54.1522798","-4.4808773"
"661","54.580582","-1.234095"
"662","53.7923945","-1.7698264"
"2260","51.0967298","0.0338711"
"663","51.2930547","-0.1068358"
"664","51.5831876","-0.3407898"
"665","51.426742","0.0555273"
"666","55.851856","-4.2784191"
"667","51.5794787","0.0271387"
"668","39.5500507","-105.7820674"
"669","51.6094495","-0.2821577"
"670","52.5046758","-1.8918214"
"671","51.3686679","-0.4476087"
"672","52.4680957","-1.8876744"
"673","51.8777294","-0.5114138"
"674","50.9451221","-2.8198614"
"675","53.3086392","-1.1161777"
"676","57.1508504","-2.2302858"
"677","51.4650873","-0.2259844"
"678","54.5430915","-1.3173442"
"679","51.386738","-0.210296"
"680","51.390229","0.518863"
"681","51.2860384","0.5388264"
"682","51.5840651","-0.0730186"
"683","51.5804128","-0.3385197"
"684","51.814124","-3.034644"
"685","53.7459671","-1.5951659"
"913","53.3038011","-2.3723111"
"686","51.2412214","-0.5759945"
"687","52.6721971","1.233481"
"688","51.342284","-2.93401"
"689","51.4137981","-0.8058385"
"690","51.922667","0.928738"
"691","51.4449483","-0.3475499"
"692","51.6189899","-2.6926319"
"693","52.160168","-0.3607279"
"694","51.6446652","0.4358807"
"695","51.4630903","-0.3557348"
"696","51.566087","-0.230048"
"697","51.8537086","-1.4294008"
"698","51.8537086","-1.4294008"
"699","53.4067469","-2.9886948"
"700","52.3421029","0.3344231"
"701","51.4610074","-0.0060141"
"702","53.2375047","-1.4346198"
"703","51.6104705","0.0663596"
"704","52.1924035","-1.9867229"
"705","53.0130413","-1.1635382"
"706","51.5255978","0.1852584"
"707","56.4084495","-5.4806608"
"708","50.7256514","-1.9399271"
"709","51.0879746","-0.7089381"
"710","51.5936996","-0.0936449"
"711","50.258999","-5.2747559"
"712","55.0499457","-1.7377469"
"713","50.7327832","-3.5430897"
"714","53.1425788","-1.4670013"
"715","53.7503315","-3.031275"
"716","51.509882","-0.142815"
"717","53.5875476","-0.6536586"
"718","51.6903356","-4.256104"
"719","52.2076022","0.1348855"
"720","52.1886012","-2.5058342"
"721","53.6836443","-1.5033817"
"722","51.0377862","-2.2779746"
"723","",""
"724","51.4387826","-0.9521266"
"725","51.6353035","-0.1413302"
"726","51.8855501","-0.5244477"
"727","51.7916543","-0.6678163"
"728","56.558409","-2.5892394"
"729","52.6921042","-2.4192652"
"730","51.6438409","-0.1132116"
"731","53.622774","-2.154507"
"732","51.4897232","-2.6247409"
"733","51.4292571","-0.3377426"
"734","51.228457","-1.2201169"
"735","52.5926342","-1.9762397"
"736","52.409449","1.13826"
"737","54.136149","-2.6148695"
"738","52.279717","-0.1115458"
"739","51.5026052","-0.3954525"
"740","53.7536457","-2.3832181"
"741","52.4875897","-1.9117973"
"742","52.208043","-0.289048"
"743","51.5211449","-0.1007099"
"744","52.0016037","-0.985641"
"745","52.972011","-1.1552998"
"746","51.4767234","-0.0940558"
"747","39.927299","-104.967331"
"748","52.640763","1.2233013"
"749","51.174358","-0.158012"
"750","51.3998322","-0.2553894"
"751","51.531168","-0.1022162"
"752","52.739156","-0.3750432"
"753","51.4879913","-0.0166305"
"754","51.6349672","0.0007133"
"755","51.634917","0.0006642"
"756","51.3899225","-0.3080263"
"782","50.856013","-0.9624356"
"757","52.409501","1.137771"
"758","39.4327866","-82.0966442"
"759","51.9017874","-0.2158695"
"760","50.9644826","-0.132914"
"761","52.4732074","-1.922791"
"762","51.5046243","-0.193266"
"763","51.5290715","-3.1878028"
"764","51.5142486","-0.1447594"
"765","51.600879","-0.3004087"
"766","50.1180521","-5.5392583"
"767","50.8382641","-0.1620816"
"768","53.4157851","-2.1041103"
"769","51.4369097","-0.4556986"
"770","51.4403596","-0.0346166"
"771","53.7344332","0.0293779"
"772","51.6418846","-0.0525078"
"773","51.555994","0.0709986"
"774","57.1435005","-2.1652804"
"775","51.4600584","-0.9336483"
"776","51.622866","-0.024118"
"777","51.652714","-0.261958"
"778","51.6868783","-0.0015881"
"779","51.7506765","-2.2063404"
"780","51.5327393","-0.0092933"
"781","53.6825591","-0.4251905"
"784","51.4703673","-0.397949"
"785","52.7471081","-1.4686767"
"786","49.4297347","-2.6352145"
"787","51.8142334","-0.027484"
"788","51.5273195","-0.0888947"
"789","51.5043036","-0.2486935"
"790","51.505901","-0.147973"
"791","51.5222521","-0.5119342"
"792","52.571358","0.8246261"
"793","51.4929902","0.3030619"
"794","51.0612461","1.0249476"
"795","51.2376614","-2.9973464"
"796","52.6842885","1.1974817"
"797","51.5835331","-0.2318597"
"798","51.3301025","-0.1285453"
"799","51.7267791","-1.1526506"
"800","51.6015272","-0.6580162"
"801","52.4742416","-1.9430448"
"802","51.491254","-0.131953"
"803","54.9647478","-1.5879577"
"804","51.5191867","-0.1461747"
"805","51.3468077","-0.2432694"
"806","51.691277","-0.033782"
"807","54.3475445","-6.6502487"
"808","53.6936519","-1.7781113"
"809","50.8737706","0.0133606"
"810","53.939906","-2.0135388"
"811","52.3885659","-1.5771219"
"812","51.8043317","-0.8076417"
"813","51.4449489","0.02394"
"814","51.5225985","-0.0874574"
"815","51.5225985","-0.0874574"
"816","52.6053672","-1.6430569"
"817","53.8620108","-0.6692664"
"818","51.5089456","-0.1354472"
"819","52.3766769","-2.4917127"
"820","51.5049215","-0.0196415"
"821","53.9631873","-2.0180525"
"822","53.0464056","-2.1927634"
"823","51.5305612","-0.4157723"
"824","51.5125212","-0.1786373"
"825","51.557132","-0.269518"
"826","53.5871203","-1.5119179"
"827","51.527217","-0.450964"
"828","",""
"829","51.6014456","-0.2693863"
"830","50.9579178","-1.5437392"
"831","53.0510288","-2.4061319"
"832","55.9563313","-3.4134493"
"833","53.3371364","-2.2569414"
"834","51.6068372","-0.1890217"
"835","53.9259468","-1.8248361"
"836","51.5525114","-0.3669928"
"837","51.6083391","-0.3731588"
"838","51.871372","0.1609963"
"839","51.4318096","0.0469245"
"840","51.4505107","-0.1526727"
"841","51.568743","-0.3763553"
"842","51.824419","-0.640125"
"843","46.8737648","-96.7678039"
"844","50.8560313","0.5787968"
"845","50.8560313","0.5787968"
"846","51.4853151","-0.6075365"
"847","51.65856","-0.2634958"
"848","51.3749204","-0.1569842"
"849","51.1275942","0.7571875"
"850","51.5755828","0.0276537"
"851","52.6061155","-1.6738007"
